/shuttle/countdown/                                                 False      False      False      False       True       True      False      False      False       True       True      False      False       True
/shuttle/missions/sts-71/images/images.html                         False      False      False      False      False      False      False      False      False       True      False      False      False       True
/shuttle/missions/sts-71/mission-sts-71.html                        False      False      False      False      False       True      False       True      False       True      False      False      False       True
/                                                                   False      False      False      False      False      False      False      False      False      False      False      False       True       True
/ksc.html                                                           False      False      False      False      False      False      False      False      False      False       True       True      False      False
/shuttle/countdown/liftoff.html                                     False      False      False      False      False      False      False      False      False       True      False      False      False      False
/shuttle/missions/missions.html                                     False      False      False      False      False      False       True      False      False      False       True      False      False      False
/htbin/cdt_main.pl                                                  False       True      False      False      False      False      False      False      False      False      False      False      False      False
/shuttle/missions/sts-71/movies/movies.html                         False      False      False      False      False      False      False      False      False      False      False      False      False      False
/history/apollo/apollo.html                                         False      False      False      False      False      False      False      False      False      False      False      False      False      False
/history/apollo/apollo-13/apollo-13.html                            False      False      False      False      False      False      False      False      False      False      False      False      False      False
/history/history.html                                               False      False      False      False      False      False      False      False      False      False      False      False      False      False
/shuttle/countdown/countdown.html                                   False       True      False      False      False      False      False      False      False      False      False      False      False      False
/shuttle/technology/sts-newsref/stsref-toc.html                     False      False      False      False      False      False      False      False      False      False      False      False      False      False
/shuttle/resources/orbiters/atlantis.html                           False      False      False      False      False      False      False      False      False       True      False      False      False      False
/shuttle/missions/sts-71/movies/crew-arrival-t38.mpg                False      False      False      False      False      False      False      False      False      False      False      False      False      False
/htbin/cdt_clock.pl                                                 False      False      False      False      False      False      False      False      False      False      False      False      False      False
/software/winvn/winvn.html                                          False      False      False       True      False      False      False      False      False      False      False      False      False      False
/shuttle/countdown/lps/fr.html                                      False       True      False      False      False      False      False      False      False      False      False      False      False      False
/shuttle/missions/sts-71/movies/sts-71-launch-3.mpg                 False      False      False      False      False      False      False      False      False      False      False      False      False      False
/shuttle/missions/sts-67/mission-sts-67.html                        False      False      False      False      False      False      False      False      False      False       True      False      False      False
/history/apollo/apollo-13/apollo-13-info.html                       False      False      False      False      False      False      False      False      False      False      False      False      False      False
/history/apollo/apollo-11/apollo-11.html                            False      False      False      False      False      False      False      False      False      False      False      False      False      False
/facilities/lc39a.html                                              False      False      False      False      False      False      False      False      False      False      False      False      False      False
/shuttle/missions/sts-71/movies/sts-71-mir-dock.mpg                 False      False      False      False      False      False      False      False      False      False      False      False      False      False
/shuttle/missions/sts-71/movies/sts-71-tcdt-crew-walkout.mpg        False      False       True      False      False      False      False      False      False      False      False      False      False      False
/shuttle/missions/sts-70/mission-sts-70.html                        False      False      False      False      False      False      False      False      False      False      False      False      False      False
/shuttle/countdown/tour.html                                        False      False      False      False      False      False      False      False      False      False      False      False      False      False
/shuttle/missions/sts-71/movies/sts-71-launch.mpg                   False      False      False      False      False      False      False      False      False      False      False      False      False      False
/history/apollo/apollo-13/                                          False      False      False      False      False      False      False      False      False      False      False      False      False      False

